measure,quantile,area,sex,age,geography,ethnic,value
lx,2.50%,04 Bay of Plenty region,Male,70-74 years,Regional council,Total,79722
lx,2.50%,04 Bay of Plenty region,Male,75-79 years,Regional council,Total,71767
lx,2.50%,04 Bay of Plenty region,Male,80-84 years,Regional council,Total,60009
lx,2.50%,04 Bay of Plenty region,Male,85-89 years,Regional council,Total,41778
lx,2.50%,04 Bay of Plenty region,Male,90 years,Regional council,Total,21414
lx,50%,04 Bay of Plenty region,Female,0 years,Regional council,Total,100000
lx,50%,04 Bay of Plenty region,Female,1-4 years,Regional council,Total,99520
lx,50%,04 Bay of Plenty region,Female,5-9 years,Regional council,Total,99434
lx,50%,04 Bay of Plenty region,Female,10-14 years,Regional council,Total,99387
lx,50%,04 Bay of Plenty region,Female,15-19 years,Regional council,Total,99319
lx,50%,04 Bay of Plenty region,Female,20-24 years,Regional council,Total,99157
lx,50%,04 Bay of Plenty region,Female,25-29 years,Regional council,Total,98947
lx,50%,04 Bay of Plenty region,Female,30-34 years,Regional council,Total,98735
lx,50%,04 Bay of Plenty region,Female,35-39 years,Regional council,Total,98473
lx,50%,04 Bay of Plenty region,Female,40-44 years,Regional council,Total,98121
lx,50%,04 Bay of Plenty region,Female,45-49 years,Regional council,Total,97593
lx,50%,04 Bay of Plenty region,Female,50-54 years,Regional council,Total,96779
lx,50%,04 Bay of Plenty region,Female,55-59 years,Regional council,Total,95487
lx,50%,04 Bay of Plenty region,Female,60-64 years,Regional council,Total,93440
lx,50%,04 Bay of Plenty region,Female,65-69 years,Regional council,Total,90688
lx,50%,04 Bay of Plenty region,Female,70-74 years,Regional council,Total,86424
lx,50%,04 Bay of Plenty region,Female,75-79 years,Regional council,Total,80700
lx,50%,04 Bay of Plenty region,Female,80-84 years,Regional council,Total,71658
lx,50%,04 Bay of Plenty region,Female,85-89 years,Regional council,Total,56525
lx,50%,04 Bay of Plenty region,Female,90 years,Regional council,Total,35112
lx,50%,04 Bay of Plenty region,Male,0 years,Regional council,Total,100000
lx,50%,04 Bay of Plenty region,Male,1-4 years,Regional council,Total,99487
lx,50%,04 Bay of Plenty region,Male,5-9 years,Regional council,Total,99385
lx,50%,04 Bay of Plenty region,Male,10-14 years,Regional council,Total,99326
lx,50%,04 Bay of Plenty region,Male,15-19 years,Regional council,Total,99235
lx,50%,04 Bay of Plenty region,Male,20-24 years,Regional council,Total,98949
lx,50%,04 Bay of Plenty region,Male,25-29 years,Regional council,Total,98467
lx,50%,04 Bay of Plenty region,Male,30-34 years,Regional council,Total,98030
lx,50%,04 Bay of Plenty region,Male,35-39 years,Regional council,Total,97477
lx,50%,04 Bay of Plenty region,Male,40-44 years,Regional council,Total,96829
lx,50%,04 Bay of Plenty region,Male,45-49 years,Regional council,Total,95992
lx,50%,04 Bay of Plenty region,Male,50-54 years,Regional council,Total,94849
lx,50%,04 Bay of Plenty region,Male,55-59 years,Regional council,Total,92792
lx,50%,04 Bay of Plenty region,Male,60-64 years,Regional council,Total,89927
lx,50%,04 Bay of Plenty region,Male,65-69 years,Regional council,Total,85835
lx,50%,04 Bay of Plenty region,Male,70-74 years,Regional council,Total,80560
lx,50%,04 Bay of Plenty region,Male,75-79 years,Regional council,Total,72786
lx,50%,04 Bay of Plenty region,Male,80-84 years,Regional council,Total,61177
lx,50%,04 Bay of Plenty region,Male,85-89 years,Regional council,Total,43105
lx,50%,04 Bay of Plenty region,Male,90 years,Regional council,Total,22697
lx,97.50%,04 Bay of Plenty region,Female,0 years,Regional council,Total,100000
lx,97.50%,04 Bay of Plenty region,Female,1-4 years,Regional council,Total,99599
lx,97.50%,04 Bay of Plenty region,Female,5-9 years,Regional council,Total,99519
lx,97.50%,04 Bay of Plenty region,Female,10-14 years,Regional council,Total,99472
lx,97.50%,04 Bay of Plenty region,Female,15-19 years,Regional council,Total,99408
lx,97.50%,04 Bay of Plenty region,Female,20-24 years,Regional council,Total,99257
lx,97.50%,04 Bay of Plenty region,Female,25-29 years,Regional council,Total,99058
lx,97.50%,04 Bay of Plenty region,Female,30-34 years,Regional council,Total,98861
lx,97.50%,04 Bay of Plenty region,Female,35-39 years,Regional council,Total,98608
lx,97.50%,04 Bay of Plenty region,Female,40-44 years,Regional council,Total,98277
lx,97.50%,04 Bay of Plenty region,Female,45-49 years,Regional council,Total,97778
lx,97.50%,04 Bay of Plenty region,Female,50-54 years,Regional council,Total,97013
lx,97.50%,04 Bay of Plenty region,Female,55-59 years,Regional council,Total,95782
lx,97.50%,04 Bay of Plenty region,Female,60-64 years,Regional council,Total,93832
lx,97.50%,04 Bay of Plenty region,Female,65-69 years,Regional council,Total,91210
lx,97.50%,04 Bay of Plenty region,Female,70-74 years,Regional council,Total,87113
lx,97.50%,04 Bay of Plenty region,Female,75-79 years,Regional council,Total,81540
lx,97.50%,04 Bay of Plenty region,Female,80-84 years,Regional council,Total,72687
lx,97.50%,04 Bay of Plenty region,Female,85-89 years,Regional council,Total,57851
lx,97.50%,04 Bay of Plenty region,Female,90 years,Regional council,Total,36593
lx,97.50%,04 Bay of Plenty region,Male,0 years,Regional council,Total,100000
lx,97.50%,04 Bay of Plenty region,Male,1-4 years,Regional council,Total,99569
lx,97.50%,04 Bay of Plenty region,Male,5-9 years,Regional council,Total,99472
lx,97.50%,04 Bay of Plenty region,Male,10-14 years,Regional council,Total,99416
lx,97.50%,04 Bay of Plenty region,Male,15-19 years,Regional council,Total,99328
lx,97.50%,04 Bay of Plenty region,Male,20-24 years,Regional council,Total,99061
lx,97.50%,04 Bay of Plenty region,Male,25-29 years,Regional council,Total,98613
lx,97.50%,04 Bay of Plenty region,Male,30-34 years,Regional council,Total,98201
lx,97.50%,04 Bay of Plenty region,Male,35-39 years,Regional council,Total,97676
lx,97.50%,04 Bay of Plenty region,Male,40-44 years,Regional council,Total,97058
lx,97.50%,04 Bay of Plenty region,Male,45-49 years,Regional council,Total,96255
lx,97.50%,04 Bay of Plenty region,Male,50-54 years,Regional council,Total,95165
lx,97.50%,04 Bay of Plenty region,Male,55-59 years,Regional council,Total,93208
lx,97.50%,04 Bay of Plenty region,Male,60-64 years,Regional council,Total,90479
lx,97.50%,04 Bay of Plenty region,Male,65-69 years,Regional council,Total,86512
lx,97.50%,04 Bay of Plenty region,Male,70-74 years,Regional council,Total,81349
lx,97.50%,04 Bay of Plenty region,Male,75-79 years,Regional council,Total,73734
lx,97.50%,04 Bay of Plenty region,Male,80-84 years,Regional council,Total,62332
lx,97.50%,04 Bay of Plenty region,Male,85-89 years,Regional council,Total,44514
lx,97.50%,04 Bay of Plenty region,Male,90 years,Regional council,Total,24038
lx,2.50%,05 Gisborne region,Female,0 years,Regional council,Total,100000
lx,2.50%,05 Gisborne region,Female,1-4 years,Regional council,Total,99284
lx,2.50%,05 Gisborne region,Female,5-9 years,Regional council,Total,99176
lx,2.50%,05 Gisborne region,Female,10-14 years,Regional council,Total,99111
lx,2.50%,05 Gisborne region,Female,15-19 years,Regional council,Total,99027
lx,2.50%,05 Gisborne region,Female,20-24 years,Regional council,Total,98813
lx,2.50%,05 Gisborne region,Female,25-29 years,Regional council,Total,98531
lx,2.50%,05 Gisborne region,Female,30-34 years,Regional council,Total,98258
lx,2.50%,05 Gisborne region,Female,35-39 years,Regional council,Total,97890
lx,2.50%,05 Gisborne region,Female,40-44 years,Regional council,Total,97433
lx,2.50%,05 Gisborne region,Female,45-49 years,Regional council,Total,96761
lx,2.50%,05 Gisborne region,Female,50-54 years,Regional council,Total,95679
lx,2.50%,05 Gisborne region,Female,55-59 years,Regional council,Total,93964
lx,2.50%,05 Gisborne region,Female,60-64 years,Regional council,Total,91404
lx,2.50%,05 Gisborne region,Female,65-69 years,Regional council,Total,87556
lx,2.50%,05 Gisborne region,Female,70-74 years,Regional council,Total,82018
lx,2.50%,05 Gisborne region,Female,75-79 years,Regional council,Total,74489
lx,2.50%,05 Gisborne region,Female,80-84 years,Regional council,Total,61444
lx,2.50%,05 Gisborne region,Female,85-89 years,Regional council,Total,42887
lx,2.50%,05 Gisborne region,Female,90 years,Regional council,Total,22564
lx,2.50%,05 Gisborne region,Male,0 years,Regional council,Total,100000
lx,2.50%,05 Gisborne region,Male,1-4 years,Regional council,Total,99251
lx,2.50%,05 Gisborne region,Male,5-9 years,Regional council,Total,99122
lx,2.50%,05 Gisborne region,Male,10-14 years,Regional council,Total,99042
lx,2.50%,05 Gisborne region,Male,15-19 years,Regional council,Total,98920
lx,2.50%,05 Gisborne region,Male,20-24 years,Regional council,Total,98524
lx,2.50%,05 Gisborne region,Male,25-29 years,Regional council,Total,97907
lx,2.50%,05 Gisborne region,Male,30-34 years,Regional council,Total,97301
lx,2.50%,05 Gisborne region,Male,35-39 years,Regional council,Total,96578
lx,2.50%,05 Gisborne region,Male,40-44 years,Regional council,Total,95758
lx,2.50%,05 Gisborne region,Male,45-49 years,Regional council,Total,94646
lx,2.50%,05 Gisborne region,Male,50-54 years,Regional council,Total,93044
lx,2.50%,05 Gisborne region,Male,55-59 years,Regional council,Total,90496
lx,2.50%,05 Gisborne region,Male,60-64 years,Regional council,Total,86669
lx,2.50%,05 Gisborne region,Male,65-69 years,Regional council,Total,82059
lx,2.50%,05 Gisborne region,Male,70-74 years,Regional council,Total,75154
lx,2.50%,05 Gisborne region,Male,75-79 years,Regional council,Total,64529
lx,2.50%,05 Gisborne region,Male,80-84 years,Regional council,Total,50813
lx,2.50%,05 Gisborne region,Male,85-89 years,Regional council,Total,30925
lx,2.50%,05 Gisborne region,Male,90 years,Regional council,Total,13367
lx,50%,05 Gisborne region,Female,0 years,Regional council,Total,100000
lx,50%,05 Gisborne region,Female,1-4 years,Regional council,Total,99421
lx,50%,05 Gisborne region,Female,5-9 years,Regional council,Total,99317
lx,50%,05 Gisborne region,Female,10-14 years,Regional council,Total,99257
lx,50%,05 Gisborne region,Female,15-19 years,Regional council,Total,99176
lx,50%,05 Gisborne region,Female,20-24 years,Regional council,Total,98977
lx,50%,05 Gisborne region,Female,25-29 years,Regional council,Total,98712
lx,50%,05 Gisborne region,Female,30-34 years,Regional council,Total,98455
lx,50%,05 Gisborne region,Female,35-39 years,Regional council,Total,98117
lx,50%,05 Gisborne region,Female,40-44 years,Regional council,Total,97698
lx,50%,05 Gisborne region,Female,45-49 years,Regional council,Total,97072
lx,50%,05 Gisborne region,Female,50-54 years,Regional council,Total,96085
lx,50%,05 Gisborne region,Female,55-59 years,Regional council,Total,94512
lx,50%,05 Gisborne region,Female,60-64 years,Regional council,Total,92147
lx,50%,05 Gisborne region,Female,65-69 years,Regional council,Total,88652
lx,50%,05 Gisborne region,Female,70-74 years,Regional council,Total,83524
lx,50%,05 Gisborne region,Female,75-79 years,Regional council,Total,76380
lx,50%,05 Gisborne region,Female,80-84 years,Regional council,Total,63924
lx,50%,05 Gisborne region,Female,85-89 years,Regional council,Total,45970
lx,50%,05 Gisborne region,Female,90 years,Regional council,Total,25266
lx,50%,05 Gisborne region,Male,0 years,Regional council,Total,100000
lx,50%,05 Gisborne region,Male,1-4 years,Regional council,Total,99380
lx,50%,05 Gisborne region,Male,5-9 years,Regional council,Total,99256
lx,50%,05 Gisborne region,Male,10-14 years,Regional council,Total,99180
lx,50%,05 Gisborne region,Male,15-19 years,Regional council,Total,99065
lx,50%,05 Gisborne region,Male,20-24 years,Regional council,Total,98698
lx,50%,05 Gisborne region,Male,25-29 years,Regional council,Total,98138
lx,50%,05 Gisborne region,Male,30-34 years,Regional council,Total,97581
lx,50%,05 Gisborne region,Male,35-39 years,Regional council,Total,96920
lx,50%,05 Gisborne region,Male,40-44 years,Regional council,Total,96160
lx,50%,05 Gisborne region,Male,45-49 years,Regional council,Total,95151
lx,50%,05 Gisborne region,Male,50-54 years,Regional council,Total,93673
lx,50%,05 Gisborne region,Male,55-59 years,Regional council,Total,91322
lx,50%,05 Gisborne region,Male,60-64 years,Regional council,Total,87747
lx,50%,05 Gisborne region,Male,65-69 years,Regional council,Total,83406
lx,50%,05 Gisborne region,Male,70-74 years,Regional council,Total,76808
lx,50%,05 Gisborne region,Male,75-79 years,Regional council,Total,66739
lx,50%,05 Gisborne region,Male,80-84 years,Regional council,Total,53518
lx,50%,05 Gisborne region,Male,85-89 years,Regional council,Total,33813
lx,50%,05 Gisborne region,Male,90 years,Regional council,Total,15671
lx,97.50%,05 Gisborne region,Female,0 years,Regional council,Total,100000
lx,97.50%,05 Gisborne region,Female,1-4 years,Regional council,Total,99528
lx,97.50%,05 Gisborne region,Female,5-9 years,Regional council,Total,99431
lx,97.50%,05 Gisborne region,Female,10-14 years,Regional council,Total,99373
lx,97.50%,05 Gisborne region,Female,15-19 years,Regional council,Total,99295
lx,97.50%,05 Gisborne region,Female,20-24 years,Regional council,Total,99108
lx,97.50%,05 Gisborne region,Female,25-29 years,Regional council,Total,98863
lx,97.50%,05 Gisborne region,Female,30-34 years,Regional council,Total,98625
lx,97.50%,05 Gisborne region,Female,35-39 years,Regional council,Total,98310
lx,97.50%,05 Gisborne region,Female,40-44 years,Regional council,Total,97924
lx,97.50%,05 Gisborne region,Female,45-49 years,Regional council,Total,97346
lx,97.50%,05 Gisborne region,Female,50-54 years,Regional council,Total,96446
lx,97.50%,05 Gisborne region,Female,55-59 years,Regional council,Total,95010
lx,97.50%,05 Gisborne region,Female,60-64 years,Regional council,Total,92837
lx,97.50%,05 Gisborne region,Female,65-69 years,Regional council,Total,89628
lx,97.50%,05 Gisborne region,Female,70-74 years,Regional council,Total,84895
lx,97.50%,05 Gisborne region,Female,75-79 years,Regional council,Total,78112
lx,97.50%,05 Gisborne region,Female,80-84 years,Regional council,Total,66284
lx,97.50%,05 Gisborne region,Female,85-89 years,Regional council,Total,48913
lx,97.50%,05 Gisborne region,Female,90 years,Regional council,Total,28126
lx,97.50%,05 Gisborne region,Male,0 years,Regional council,Total,100000
lx,97.50%,05 Gisborne region,Male,1-4 years,Regional council,Total,99497
lx,97.50%,05 Gisborne region,Male,5-9 years,Regional council,Total,99379
lx,97.50%,05 Gisborne region,Male,10-14 years,Regional council,Total,99308
lx,97.50%,05 Gisborne region,Male,15-19 years,Regional council,Total,99197
lx,97.50%,05 Gisborne region,Male,20-24 years,Regional council,Total,98859
lx,97.50%,05 Gisborne region,Male,25-29 years,Regional council,Total,98345
lx,97.50%,05 Gisborne region,Male,30-34 years,Regional council,Total,97826
lx,97.50%,05 Gisborne region,Male,35-39 years,Regional council,Total,97223
lx,97.50%,05 Gisborne region,Male,40-44 years,Regional council,Total,96507
lx,97.50%,05 Gisborne region,Male,45-49 years,Regional council,Total,95585
lx,97.50%,05 Gisborne region,Male,50-54 years,Regional council,Total,94237
lx,97.50%,05 Gisborne region,Male,55-59 years,Regional council,Total,92057
lx,97.50%,05 Gisborne region,Male,60-64 years,Regional council,Total,88764
lx,97.50%,05 Gisborne region,Male,65-69 years,Regional council,Total,84651
lx,97.50%,05 Gisborne region,Male,70-74 years,Regional council,Total,78397
lx,97.50%,05 Gisborne region,Male,75-79 years,Regional council,Total,68777
lx,97.50%,05 Gisborne region,Male,80-84 years,Regional council,Total,55871
